
     HECDSS Complete Catalog of Record Pathnames in File precip.2017.01.dss

     Catalog Created on Oct 27, 2017 at 13:28    File Created on Dec 31, 2016
     Number of Records:   3864                   DSS Version 6-SA,  File 6-UE
     Sort Order: ABCFED

  Ref.                     Last Written
 Number   Tag     Program   Date  Time  Type Vers Data        Record Pathname
  1626  T1980     Undefi  17JAN17 02:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:0700/16JAN2017:0800/GRIDDED/
  1627  T1981     Undefi  17JAN17 03:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:0800/16JAN2017:0900/GRIDDED/
  1628  T2006     Undefi  17JAN17 04:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:0900/16JAN2017:1000/GRIDDED/
  1629  T2007     Undefi  17JAN17 05:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:1000/16JAN2017:1100/GRIDDED/
  1630  T2008     Undefi  17JAN17 06:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:1100/16JAN2017:1200/GRIDDED/
  1631  T2011     Undefi  17JAN17 07:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:1200/16JAN2017:1300/GRIDDED/
  1632  T2024     Undefi  17JAN17 08:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:1300/16JAN2017:1400/GRIDDED/
  1633  T2025     Undefi  17JAN17 09:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:1400/16JAN2017:1500/GRIDDED/
  1634  T2026     Undefi  17JAN17 10:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:1500/16JAN2017:1600/GRIDDED/
  1635  T2039     Undefi  17JAN17 11:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:1600/16JAN2017:1700/GRIDDED/
  1636  T2040     Undefi  17JAN17 12:50  GAT  24    1   /SHG/NBPOTO/PRECIP/16JAN2017:1700/16JAN2017:1800/GRIDDED/
  1637  T2042     Undefi  17JAN17 13:50  GAT  24    1   /SHG/NBPOTO/PRECIP/16JAN2017:1800/16JAN2017:1900/GRIDDED/
  1638  T2043     Undefi  17JAN17 14:50  GAT  24    1   /SHG/NBPOTO/PRECIP/16JAN2017:1900/16JAN2017:2000/GRIDDED/
  1639  T2044     Undefi  17JAN17 15:50  GAT  24    1   /SHG/NBPOTO/PRECIP/16JAN2017:2000/16JAN2017:2100/GRIDDED/
  1640  T2057     Undefi  17JAN17 16:50  GAT  24    1   /SHG/NBPOTO/PRECIP/16JAN2017:2100/16JAN2017:2200/GRIDDED/
  1641  T2058     Undefi  17JAN17 17:50  GAT  24    1   /SHG/NBPOTO/PRECIP/16JAN2017:2200/16JAN2017:2300/GRIDDED/
  1642  T2060     Undefi  17JAN17 17:50  GAT  23    1   /SHG/NBPOTO/PRECIP/16JAN2017:2300/16JAN2017:2400/GRIDDED/
  1643  T2061     Undefi  17JAN17 19:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0000/17JAN2017:0100/GRIDDED/
  1644  T2086     Undefi  17JAN17 20:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0100/17JAN2017:0200/GRIDDED/
  1645  T2087     Undefi  17JAN17 21:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0200/17JAN2017:0300/GRIDDED/
  1646  T2088     Undefi  17JAN17 22:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0300/17JAN2017:0400/GRIDDED/
  1647  T2089     Undefi  17JAN17 23:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0400/17JAN2017:0500/GRIDDED/
  1648  T2102     Undefi  18JAN17 00:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0500/17JAN2017:0600/GRIDDED/
  1649  T2103     Undefi  18JAN17 01:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0600/17JAN2017:0700/GRIDDED/
  1650  T2104     Undefi  18JAN17 02:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0700/17JAN2017:0800/GRIDDED/
  1651  T2105     Undefi  18JAN17 03:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0800/17JAN2017:0900/GRIDDED/
  1652  T2118     Undefi  18JAN17 04:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:0900/17JAN2017:1000/GRIDDED/
  1653  T2119     Undefi  18JAN17 05:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1000/17JAN2017:1100/GRIDDED/
  1654  T2120     Undefi  18JAN17 06:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1100/17JAN2017:1200/GRIDDED/
  1655  T2123     Undefi  18JAN17 07:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1200/17JAN2017:1300/GRIDDED/
  1656  T2148     Undefi  18JAN17 08:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1300/17JAN2017:1400/GRIDDED/
  1657  T2149     Undefi  18JAN17 09:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1400/17JAN2017:1500/GRIDDED/
  1658  T2150     Undefi  18JAN17 10:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1500/17JAN2017:1600/GRIDDED/
  1659  T2151     Undefi  18JAN17 11:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1600/17JAN2017:1700/GRIDDED/
  1660  T2164     Undefi  18JAN17 12:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1700/17JAN2017:1800/GRIDDED/
  1661  T2166     Undefi  18JAN17 13:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1800/17JAN2017:1900/GRIDDED/
  1662  T2167     Undefi  18JAN17 14:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:1900/17JAN2017:2000/GRIDDED/
  1663  T2168     Undefi  18JAN17 15:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:2000/17JAN2017:2100/GRIDDED/
  1664  T2181     Undefi  18JAN17 16:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:2100/17JAN2017:2200/GRIDDED/
  1665  T2183     Undefi  18JAN17 17:50  GAT  23    1   /SHG/NBPOTO/PRECIP/17JAN2017:2200/17JAN2017:2300/GRIDDED/
  1666  T2184     Undefi  18JAN17 18:50  GAT  24    1   /SHG/NBPOTO/PRECIP/17JAN2017:2300/17JAN2017:2400/GRIDDED/
  1667  T2185     Undefi  18JAN17 19:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0000/18JAN2017:0100/GRIDDED/
  1668  T2210     Undefi  18JAN17 20:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0100/18JAN2017:0200/GRIDDED/
  1669  T2211     Undefi  18JAN17 21:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0200/18JAN2017:0300/GRIDDED/
  1670  T2212     Undefi  18JAN17 22:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0300/18JAN2017:0400/GRIDDED/
  1671  T2213     Undefi  18JAN17 23:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0400/18JAN2017:0500/GRIDDED/
  1672  T2226     Undefi  19JAN17 00:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0500/18JAN2017:0600/GRIDDED/
  1673  T2227     Undefi  19JAN17 01:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0600/18JAN2017:0700/GRIDDED/
  1674  T2228     Undefi  19JAN17 02:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0700/18JAN2017:0800/GRIDDED/
  1675  T2229     Undefi  19JAN17 03:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0800/18JAN2017:0900/GRIDDED/
  1676  T2242     Undefi  19JAN17 04:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:0900/18JAN2017:1000/GRIDDED/
  1677  T2243     Undefi  19JAN17 05:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1000/18JAN2017:1100/GRIDDED/
  1678  T2244     Undefi  19JAN17 06:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1100/18JAN2017:1200/GRIDDED/
  1679  T2247     Undefi  19JAN17 07:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1200/18JAN2017:1300/GRIDDED/
  1680  T2272     Undefi  19JAN17 08:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1300/18JAN2017:1400/GRIDDED/
  1681  T2273     Undefi  19JAN17 09:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1400/18JAN2017:1500/GRIDDED/
  1682  T2274     Undefi  19JAN17 10:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1500/18JAN2017:1600/GRIDDED/
  1683  T2275     Undefi  19JAN17 11:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1600/18JAN2017:1700/GRIDDED/
  1684  T2288     Undefi  19JAN17 12:52  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1700/18JAN2017:1800/GRIDDED/
  1685  T2290     Undefi  19JAN17 13:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1800/18JAN2017:1900/GRIDDED/
  1686  T2291     Undefi  19JAN17 14:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:1900/18JAN2017:2000/GRIDDED/
  1687  T2292     Undefi  19JAN17 15:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:2000/18JAN2017:2100/GRIDDED/
  1688  T2305     Undefi  19JAN17 16:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:2100/18JAN2017:2200/GRIDDED/
  1689  T2306     Undefi  19JAN17 17:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:2200/18JAN2017:2300/GRIDDED/
  1690  T2308     Undefi  19JAN17 18:50  GAT  24    1   /SHG/NBPOTO/PRECIP/18JAN2017:2300/18JAN2017:2400/GRIDDED/
  1691  T2309     Undefi  19JAN17 19:50  GAT  24    1   /SHG/NBPOTO/PRECIP/19JAN2017:0000/19JAN2017:0100/GRIDDED/
  1692  T2334     Undefi  19JAN17 20:50  GAT  24    1   /SHG/NBPOTO/PRECIP/19JAN2017:0100/19JAN2017:0200/GRIDDED/
  1693  T2335     Undefi  19JAN17 21:50  GAT  24    1   /SHG/NBPOTO/PRECIP/19JAN2017:0200/19JAN2017:0300/GRIDDED/
  1694  T2336     Undefi  19JAN17 22:50  GAT  24    1   /SHG/NBPOTO/PRECIP/19JAN2017:0300/19JAN2017:0400/GRIDDED/
  1695  T2337     Undefi  19JAN17 23:50  GAT  24    1   /SHG/NBPOTO/PRECIP/19JAN2017:0400/19JAN2017:0500/GRIDDED/
  1696  T2350     Undefi  20JAN17 00:50  GAT  24    1   /SHG/NBPOTO/PRECIP/19JAN2017:0500/19JAN2017:0600/GRIDDED/
  1697  T2351     Undefi  20JAN17 01:51  GAT  24    1   /SHG/NBPOTO/PRECIP/19JAN2017:0600/19JAN2017:0700/GRIDDED/
  1698  T2352     Undefi  20JAN17 02:50  GAT  24    1   /SHG/NBPOTO/PRECIP/19JAN2017:0700/19JAN2017:0800/GRIDDED/
  1699  T2353     Undefi  20JAN17 02:50  GAT  23    1   /SHG/NBPOTO/PRECIP/19JAN2017:0800/19JAN2017:0900/GRIDDED/
  1700  T2366     Undefi  20JAN17 02:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:0900/19JAN2017:1000/GRIDDED/
  1701  T2367     Undefi  20JAN17 05:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1000/19JAN2017:1100/GRIDDED/
  1702  T2368     Undefi  20JAN17 06:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1100/19JAN2017:1200/GRIDDED/
  1703  T2371     Undefi  20JAN17 07:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1200/19JAN2017:1300/GRIDDED/
  1704  T2396     Undefi  20JAN17 08:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1300/19JAN2017:1400/GRIDDED/
  1705  T2397     Undefi  20JAN17 09:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1400/19JAN2017:1500/GRIDDED/
  1706  T2398     Undefi  20JAN17 10:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1500/19JAN2017:1600/GRIDDED/
  1707  T2399     Undefi  20JAN17 11:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1600/19JAN2017:1700/GRIDDED/
  1708  T2412     Undefi  20JAN17 12:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1700/19JAN2017:1800/GRIDDED/
  1709  T2414     Undefi  20JAN17 13:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1800/19JAN2017:1900/GRIDDED/
  1710  T2415     Undefi  20JAN17 14:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:1900/19JAN2017:2000/GRIDDED/
  1711  T2416     Undefi  20JAN17 15:51  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:2000/19JAN2017:2100/GRIDDED/
  1712  T2429     Undefi  20JAN17 16:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:2100/19JAN2017:2200/GRIDDED/
  1713  T2430     Undefi  20JAN17 17:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:2200/19JAN2017:2300/GRIDDED/
  1714  T2431     Undefi  20JAN17 18:50  GAT  22    1   /SHG/NBPOTO/PRECIP/19JAN2017:2300/19JAN2017:2400/GRIDDED/
  1715  T2432     Undefi  20JAN17 19:50  GAT  22    1   /SHG/NBPOTO/PRECIP/20JAN2017:0000/20JAN2017:0100/GRIDDED/
  1716  T2458     Undefi  20JAN17 20:50  GAT  22    1   /SHG/NBPOTO/PRECIP/20JAN2017:0100/20JAN2017:0200/GRIDDED/
  1717  T2459     Undefi  20JAN17 21:50  GAT  22    1   /SHG/NBPOTO/PRECIP/20JAN2017:0200/20JAN2017:0300/GRIDDED/
  1718  T2460     Undefi  20JAN17 22:50  GAT  22    1   /SHG/NBPOTO/PRECIP/20JAN2017:0300/20JAN2017:0400/GRIDDED/
  1719  T2461     Undefi  20JAN17 23:50  GAT  22    1   /SHG/NBPOTO/PRECIP/20JAN2017:0400/20JAN2017:0500/GRIDDED/
  1720  T2474     Undefi  21JAN17 00:50  GAT  22    1   /SHG/NBPOTO/PRECIP/20JAN2017:0500/20JAN2017:0600/GRIDDED/
  1721  T2475     Undefi  21JAN17 01:50  GAT  22    1   /SHG/NBPOTO/PRECIP/20JAN2017:0600/20JAN2017:0700/GRIDDED/
  1722  T2488     Undefi  21JAN17 02:50  GAT  22    1   /SHG/NBPOTO/PRECIP/20JAN2017:0700/20JAN2017:0800/GRIDDED/
  1723  T2489     Undefi  21JAN17 03:50  GAT  23    1   /SHG/NBPOTO/PRECIP/20JAN2017:0800/20JAN2017:0900/GRIDDED/
  1724  T2490     Undefi  21JAN17 04:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:0900/20JAN2017:1000/GRIDDED/
  1725  T2491     Undefi  21JAN17 05:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1000/20JAN2017:1100/GRIDDED/
  1726  T2494     Undefi  21JAN17 06:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1100/20JAN2017:1200/GRIDDED/
  1727  T2495     Undefi  21JAN17 07:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1200/20JAN2017:1300/GRIDDED/
  1728  T2520     Undefi  21JAN17 08:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1300/20JAN2017:1400/GRIDDED/
  1729  T2521     Undefi  21JAN17 09:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1400/20JAN2017:1500/GRIDDED/
  1730  T2522     Undefi  21JAN17 10:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1500/20JAN2017:1600/GRIDDED/
  1731  T2523     Undefi  21JAN17 11:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1600/20JAN2017:1700/GRIDDED/
  1732  T2536     Undefi  21JAN17 12:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1700/20JAN2017:1800/GRIDDED/
  1733  T2537     Undefi  21JAN17 13:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1800/20JAN2017:1900/GRIDDED/
  1734  T2539     Undefi  21JAN17 14:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:1900/20JAN2017:2000/GRIDDED/
  1735  T2540     Undefi  21JAN17 15:50  GAT  24    1   /SHG/NBPOTO/PRECIP/20JAN2017:2000/20JAN2017:2100/GRIDDED/
  1736  T2553     Undefi  21JAN17 15:50  GAT  23    1   /SHG/NBPOTO/PRECIP/20JAN2017:2100/20JAN2017:2200/GRIDDED/
  1737  T2554     Undefi  21JAN17 17:50  GAT  23    1   /SHG/NBPOTO/PRECIP/20JAN2017:2200/20JAN2017:2300/GRIDDED/
  1738  T2555     Undefi  21JAN17 18:50  GAT  23    1   /SHG/NBPOTO/PRECIP/20JAN2017:2300/20JAN2017:2400/GRIDDED/
  1739  T2556     Undefi  21JAN17 19:50  GAT  23    1   /SHG/NBPOTO/PRECIP/21JAN2017:0000/21JAN2017:0100/GRIDDED/
  1740  T2558     Undefi  21JAN17 20:50  GAT  23    1   /SHG/NBPOTO/PRECIP/21JAN2017:0100/21JAN2017:0200/GRIDDED/
  1741  T2559     Undefi  21JAN17 21:50  GAT  23    1   /SHG/NBPOTO/PRECIP/21JAN2017:0200/21JAN2017:0300/GRIDDED/
  1742  T2560     Undefi  21JAN17 21:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:0300/21JAN2017:0400/GRIDDED/
  1743  T2561     Undefi  21JAN17 23:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:0400/21JAN2017:0500/GRIDDED/
  1744  T2598     Undefi  22JAN17 00:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:0500/21JAN2017:0600/GRIDDED/
  1745  T2599     Undefi  22JAN17 01:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:0600/21JAN2017:0700/GRIDDED/
  1746  T2600     Undefi  22JAN17 02:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:0700/21JAN2017:0800/GRIDDED/
  1747  T2601     Undefi  22JAN17 03:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:0800/21JAN2017:0900/GRIDDED/
  1748  T2626     Undefi  22JAN17 04:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:0900/21JAN2017:1000/GRIDDED/
  1749  T2627     Undefi  22JAN17 05:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1000/21JAN2017:1100/GRIDDED/
  1750  T2630     Undefi  22JAN17 06:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1100/21JAN2017:1200/GRIDDED/
  1751  T2631     Undefi  22JAN17 07:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1200/21JAN2017:1300/GRIDDED/
  1752  T2644     Undefi  22JAN17 08:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1300/21JAN2017:1400/GRIDDED/
  1753  T2645     Undefi  22JAN17 09:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1400/21JAN2017:1500/GRIDDED/
  1754  T2646     Undefi  22JAN17 10:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1500/21JAN2017:1600/GRIDDED/
  1755  T2647     Undefi  22JAN17 11:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1600/21JAN2017:1700/GRIDDED/
  1756  T2649     Undefi  22JAN17 12:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1700/21JAN2017:1800/GRIDDED/
  1757  T2650     Undefi  22JAN17 13:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1800/21JAN2017:1900/GRIDDED/
  1758  T2651     Undefi  22JAN17 14:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:1900/21JAN2017:2000/GRIDDED/
  1759  T2652     Undefi  22JAN17 15:50  GAT  22    1   /SHG/NBPOTO/PRECIP/21JAN2017:2000/21JAN2017:2100/GRIDDED/
  1760  T2653     Undefi  22JAN17 16:50  GAT  23    1   /SHG/NBPOTO/PRECIP/21JAN2017:2100/21JAN2017:2200/GRIDDED/
  1761  T2654     Undefi  22JAN17 17:50  GAT  23    1   /SHG/NBPOTO/PRECIP/21JAN2017:2200/21JAN2017:2300/GRIDDED/
  1762  T2655     Undefi  22JAN17 18:50  GAT  23    1   /SHG/NBPOTO/PRECIP/21JAN2017:2300/21JAN2017:2400/GRIDDED/
  1763  T2656     Undefi  22JAN17 19:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:0000/22JAN2017:0100/GRIDDED/
  1764  T2658     Undefi  22JAN17 20:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:0100/22JAN2017:0200/GRIDDED/
  1765  T2659     Undefi  22JAN17 21:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:0200/22JAN2017:0300/GRIDDED/
  1766  T2660     Undefi  22JAN17 22:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:0300/22JAN2017:0400/GRIDDED/
  1767  T2661     Undefi  22JAN17 23:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:0400/22JAN2017:0500/GRIDDED/
  1768  T2662     Undefi  23JAN17 00:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:0500/22JAN2017:0600/GRIDDED/
  1769  T2663     Undefi  23JAN17 01:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:0600/22JAN2017:0700/GRIDDED/
  1770  T2664     Undefi  23JAN17 02:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:0700/22JAN2017:0800/GRIDDED/
  1771  T2665     Undefi  23JAN17 03:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:0800/22JAN2017:0900/GRIDDED/
  1772  T2666     Undefi  23JAN17 04:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:0900/22JAN2017:1000/GRIDDED/
  1773  T2667     Undefi  23JAN17 05:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:1000/22JAN2017:1100/GRIDDED/
  1774  T2670     Undefi  23JAN17 06:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:1100/22JAN2017:1200/GRIDDED/
  1775  T2671     Undefi  23JAN17 07:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:1200/22JAN2017:1300/GRIDDED/
  1776  T2672     Undefi  23JAN17 08:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:1300/22JAN2017:1400/GRIDDED/
  1777  T2673     Undefi  23JAN17 09:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:1400/22JAN2017:1500/GRIDDED/
  1778  T2674     Undefi  23JAN17 10:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:1500/22JAN2017:1600/GRIDDED/
  1779  T2675     Undefi  23JAN17 11:50  GAT  24    1   /SHG/NBPOTO/PRECIP/22JAN2017:1600/22JAN2017:1700/GRIDDED/
  1780  T2677     Undefi  23JAN17 11:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:1700/22JAN2017:1800/GRIDDED/
  1781  T2678     Undefi  23JAN17 13:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:1800/22JAN2017:1900/GRIDDED/
  1782  T2679     Undefi  23JAN17 14:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:1900/22JAN2017:2000/GRIDDED/
  1783  T2680     Undefi  23JAN17 15:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:2000/22JAN2017:2100/GRIDDED/
  1784  T2681     Undefi  23JAN17 16:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:2100/22JAN2017:2200/GRIDDED/
  1785  T2682     Undefi  23JAN17 17:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:2200/22JAN2017:2300/GRIDDED/
  1786  T2683     Undefi  23JAN17 18:50  GAT  23    1   /SHG/NBPOTO/PRECIP/22JAN2017:2300/22JAN2017:2400/GRIDDED/
  1787  T2684     Undefi  23JAN17 19:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0000/23JAN2017:0100/GRIDDED/
  1788  T2686     Undefi  23JAN17 20:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0100/23JAN2017:0200/GRIDDED/
  1789  T2687     Undefi  23JAN17 21:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0200/23JAN2017:0300/GRIDDED/
  1790  T2688     Undefi  23JAN17 22:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0300/23JAN2017:0400/GRIDDED/
  1791  T2689     Undefi  23JAN17 23:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0400/23JAN2017:0500/GRIDDED/
  1792  T2690     Undefi  24JAN17 00:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0500/23JAN2017:0600/GRIDDED/
  1793  T2691     Undefi  24JAN17 01:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0600/23JAN2017:0700/GRIDDED/
  1794  T2692     Undefi  24JAN17 02:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0700/23JAN2017:0800/GRIDDED/
  1795  T2693     Undefi  24JAN17 03:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0800/23JAN2017:0900/GRIDDED/
  1796  T2694     Undefi  24JAN17 04:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:0900/23JAN2017:1000/GRIDDED/
  1797  T2695     Undefi  24JAN17 05:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:1000/23JAN2017:1100/GRIDDED/
  1798  T2696     Undefi  24JAN17 06:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:1100/23JAN2017:1200/GRIDDED/
  1799  T2699     Undefi  24JAN17 07:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:1200/23JAN2017:1300/GRIDDED/
  1800  T2700     Undefi  24JAN17 08:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:1300/23JAN2017:1400/GRIDDED/
  1801  T2701     Undefi  24JAN17 09:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:1400/23JAN2017:1500/GRIDDED/
  1802  T2702     Undefi  24JAN17 10:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:1500/23JAN2017:1600/GRIDDED/
  1803  T2712     Undefi  24JAN17 11:50  GAT  23    1   /SHG/NBPOTO/PRECIP/23JAN2017:1600/23JAN2017:1700/GRIDDED/
  1804  T2713     Undefi  24JAN17 12:50  GAT  24    1   /SHG/NBPOTO/PRECIP/23JAN2017:1700/23JAN2017:1800/GRIDDED/
