
     HECDSS Complete Catalog of Record Pathnames in File precip.2017.01.dss

     Catalog Created on Oct 27, 2017 at 13:28    File Created on Dec 31, 2016
     Number of Records:   3864                   DSS Version 6-SA,  File 6-UE
     Sort Order: ABCFED

  Ref.                     Last Written
 Number   Tag     Program   Date  Time  Type Vers Data        Record Pathname
   792  T1906     Undefi  31JAN17 17:25  GAT  86    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1300/15JAN2017:1400/NDGD-RTMA/
   793  T1908     Undefi  31JAN17 17:25  GAT  86    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1400/15JAN2017:1500/NDGD-RTMA/
   794  T1911     Undefi  31JAN17 17:25  GAT  86    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1500/15JAN2017:1600/NDGD-RTMA/
   795  T1914     Undefi  31JAN17 17:25  GAT  86    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1600/15JAN2017:1700/NDGD-RTMA/
   796  T1922     Undefi  31JAN17 17:25  GAT  85    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1700/15JAN2017:1800/NDGD-RTMA/
   797  T1926     Undefi  31JAN17 17:25  GAT  85    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1800/15JAN2017:1900/NDGD-RTMA/
   798  T1928     Undefi  31JAN17 17:25  GAT  85    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:1900/15JAN2017:2000/NDGD-RTMA/
   799  T1932     Undefi  31JAN17 17:25  GAT  85    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:2000/15JAN2017:2100/NDGD-RTMA/
   800  T1938     Undefi  31JAN17 17:25  GAT  84    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:2100/15JAN2017:2200/NDGD-RTMA/
   801  T1943     Undefi  31JAN17 17:25  GAT  84    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:2200/15JAN2017:2300/NDGD-RTMA/
   802  T1952     Undefi  31JAN17 17:25  GAT  84    1   /SHG/MINNESOTA RIVER/PRECIP/15JAN2017:2300/15JAN2017:2400/NDGD-RTMA/
   803  T1960     Undefi  31JAN17 17:25  GAT  84    1   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0000/16JAN2017:0100/NDGD-RTMA/
   804  T1968     Undefi  31JAN17 17:25  GAT  83    1   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0100/16JAN2017:0200/NDGD-RTMA/
   805  T1971     Undefi  31JAN17 17:25  GAT  83    1   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0200/16JAN2017:0300/NDGD-RTMA/
   806  T1972     Undefi  31JAN17 17:25  GAT  83    1   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0300/16JAN2017:0400/NDGD-RTMA/
   807  T1977     Undefi  31JAN17 17:25  GAT  83    1   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0400/16JAN2017:0500/NDGD-RTMA/
   808  T1983     Undefi  31JAN17 17:25  GAT  82   26   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0500/16JAN2017:0600/NDGD-RTMA/
   809  T1987     Undefi  31JAN17 17:25  GAT  82  148   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0600/16JAN2017:0700/NDGD-RTMA/
   810  T1990     Undefi  31JAN17 17:25  GAT  82  438   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0700/16JAN2017:0800/NDGD-RTMA/
   811  T2004     Undefi  31JAN17 17:25  GAT  82  471   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0800/16JAN2017:0900/NDGD-RTMA/
   812  T2014     Undefi  31JAN17 17:25  GAT  81  247   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:0900/16JAN2017:1000/NDGD-RTMA/
   813  T2017     Undefi  31JAN17 17:25  GAT  81  268   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1000/16JAN2017:1100/NDGD-RTMA/
   814  T2020     Undefi  31JAN17 17:25  GAT  81  404   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1100/16JAN2017:1200/NDGD-RTMA/
   815  T2022     Undefi  31JAN17 17:25  GAT  81  670   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1200/16JAN2017:1300/NDGD-RTMA/
   816  T2029     Undefi  31JAN17 17:25  GAT  80   73   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1300/16JAN2017:1400/NDGD-RTMA/
   817  T2031     Undefi  31JAN17 17:25  GAT  80   10   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1400/16JAN2017:1500/NDGD-RTMA/
   818  T2034     Undefi  31JAN17 17:25  GAT  80   11   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1500/16JAN2017:1600/NDGD-RTMA/
   819  T2038     Undefi  31JAN17 17:25  GAT  80    1   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1600/16JAN2017:1700/NDGD-RTMA/
   820  T2047     Undefi  31JAN17 17:25  GAT  79  248   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1700/16JAN2017:1800/NDGD-RTMA/
   821  T2049     Undefi  31JAN17 17:25  GAT  79  939   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1800/16JAN2017:1900/NDGD-RTMA/
   822  T2053     Undefi  31JAN17 17:25  GAT  79 3979   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:1900/16JAN2017:2000/NDGD-RTMA/
   823  T2055     Undefi  31JAN17 17:25  GAT  79 3713   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:2000/16JAN2017:2100/NDGD-RTMA/
   824  T2064     Undefi  31JAN17 17:25  GAT  78 4137   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:2100/16JAN2017:2200/NDGD-RTMA/
   825  T2066     Undefi  31JAN17 17:25  GAT  78 4577   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:2200/16JAN2017:2300/NDGD-RTMA/
   826  T2077     Undefi  31JAN17 17:25  GAT  78 4999   /SHG/MINNESOTA RIVER/PRECIP/16JAN2017:2300/16JAN2017:2400/NDGD-RTMA/
   827  T2085     Undefi  31JAN17 17:25  GAT  78 5194   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0000/17JAN2017:0100/NDGD-RTMA/
   828  T2092     Undefi  31JAN17 17:25  GAT  77 5032   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0100/17JAN2017:0200/NDGD-RTMA/
   829  T2095     Undefi  31JAN17 17:25  GAT  77 4759   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0200/17JAN2017:0300/NDGD-RTMA/
   830  T2098     Undefi  31JAN17 17:25  GAT  77 3969   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0300/17JAN2017:0400/NDGD-RTMA/
   831  T2100     Undefi  31JAN17 17:25  GAT  77 3370   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0400/17JAN2017:0500/NDGD-RTMA/
   832  T2108     Undefi  31JAN17 17:25  GAT  76 2959   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0500/17JAN2017:0600/NDGD-RTMA/
   833  T2111     Undefi  31JAN17 17:25  GAT  76 2919   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0600/17JAN2017:0700/NDGD-RTMA/
   834  T2114     Undefi  31JAN17 17:25  GAT  76 1937   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0700/17JAN2017:0800/NDGD-RTMA/
   835  T2117     Undefi  31JAN17 17:25  GAT  76 1199   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0800/17JAN2017:0900/NDGD-RTMA/
   836  T2126     Undefi  31JAN17 17:25  GAT  75  658   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:0900/17JAN2017:1000/NDGD-RTMA/
   837  T2141     Undefi  31JAN17 17:25  GAT  75  725   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1000/17JAN2017:1100/NDGD-RTMA/
   838  T2144     Undefi  31JAN17 17:25  GAT  75  237   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1100/17JAN2017:1200/NDGD-RTMA/
   839  T2146     Undefi  31JAN17 17:25  GAT  75    1   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1200/17JAN2017:1300/NDGD-RTMA/
   840  T2154     Undefi  31JAN17 17:25  GAT  74  184   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1300/17JAN2017:1400/NDGD-RTMA/
   841  T2157     Undefi  31JAN17 17:25  GAT  74    1   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1400/17JAN2017:1500/NDGD-RTMA/
   842  T2159     Undefi  31JAN17 17:25  GAT  74    1   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1500/17JAN2017:1600/NDGD-RTMA/
   843  T2161     Undefi  31JAN17 17:25  GAT  74  166   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1600/17JAN2017:1700/NDGD-RTMA/
   844  T2171     Undefi  31JAN17 17:25  GAT  73  814   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1700/17JAN2017:1800/NDGD-RTMA/
   845  T2174     Undefi  31JAN17 17:25  GAT  73  775   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1800/17JAN2017:1900/NDGD-RTMA/
   846  T2176     Undefi  31JAN17 17:25  GAT  73  736   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:1900/17JAN2017:2000/NDGD-RTMA/
   847  T2179     Undefi  31JAN17 17:25  GAT  73  870   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:2000/17JAN2017:2100/NDGD-RTMA/
   848  T2186     Undefi  31JAN17 17:25  GAT  72  259   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:2100/17JAN2017:2200/NDGD-RTMA/
   849  T2191     Undefi  31JAN17 17:25  GAT  72    1   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:2200/17JAN2017:2300/NDGD-RTMA/
   850  T2199     Undefi  31JAN17 17:25  GAT  72    1   /SHG/MINNESOTA RIVER/PRECIP/17JAN2017:2300/17JAN2017:2400/NDGD-RTMA/
   851  T2209     Undefi  31JAN17 17:25  GAT  72    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0000/18JAN2017:0100/NDGD-RTMA/
   852  T2214     Undefi  31JAN17 17:25  GAT  71    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0100/18JAN2017:0200/NDGD-RTMA/
   853  T2219     Undefi  31JAN17 17:25  GAT  71    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0200/18JAN2017:0300/NDGD-RTMA/
   854  T2222     Undefi  31JAN17 17:25  GAT  71    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0300/18JAN2017:0400/NDGD-RTMA/
   855  T2225     Undefi  31JAN17 17:25  GAT  71    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0400/18JAN2017:0500/NDGD-RTMA/
   856  T2232     Undefi  31JAN17 17:25  GAT  70    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0500/18JAN2017:0600/NDGD-RTMA/
   857  T2235     Undefi  31JAN17 17:25  GAT  70    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0600/18JAN2017:0700/NDGD-RTMA/
   858  T2238     Undefi  31JAN17 17:25  GAT  70    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0700/18JAN2017:0800/NDGD-RTMA/
   859  T2240     Undefi  31JAN17 17:25  GAT  70   19   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0800/18JAN2017:0900/NDGD-RTMA/
   860  T2253     Undefi  31JAN17 17:25  GAT  69    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:0900/18JAN2017:1000/NDGD-RTMA/
   861  T2265     Undefi  31JAN17 17:25  GAT  69   91   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1000/18JAN2017:1100/NDGD-RTMA/
   862  T2267     Undefi  31JAN17 17:25  GAT  69    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1100/18JAN2017:1200/NDGD-RTMA/
   863  T2270     Undefi  31JAN17 17:25  GAT  69    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1200/18JAN2017:1300/NDGD-RTMA/
   864  T2278     Undefi  31JAN17 17:25  GAT  68    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1300/18JAN2017:1400/NDGD-RTMA/
   865  T2279     Undefi  31JAN17 17:25  GAT  68    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1400/18JAN2017:1500/NDGD-RTMA/
   866  T2284     Undefi  31JAN17 17:25  GAT  68    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1500/18JAN2017:1600/NDGD-RTMA/
   867  T2287     Undefi  31JAN17 17:25  GAT  68  116   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1600/18JAN2017:1700/NDGD-RTMA/
   868  T2295     Undefi  31JAN17 17:25  GAT  67  380   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1700/18JAN2017:1800/NDGD-RTMA/
   869  T2297     Undefi  31JAN17 17:25  GAT  67    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1800/18JAN2017:1900/NDGD-RTMA/
   870  T2301     Undefi  31JAN17 17:25  GAT  67    1   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:1900/18JAN2017:2000/NDGD-RTMA/
   871  T2304     Undefi  31JAN17 17:25  GAT  67   74   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:2000/18JAN2017:2100/NDGD-RTMA/
   872  T2311     Undefi  31JAN17 17:25  GAT  66   70   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:2100/18JAN2017:2200/NDGD-RTMA/
   873  T2314     Undefi  31JAN17 17:25  GAT  66   63   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:2200/18JAN2017:2300/NDGD-RTMA/
   874  T2323     Undefi  31JAN17 17:25  GAT  66  117   /SHG/MINNESOTA RIVER/PRECIP/18JAN2017:2300/18JAN2017:2400/NDGD-RTMA/
   875  T2332     Undefi  31JAN17 17:25  GAT  66    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0000/19JAN2017:0100/NDGD-RTMA/
   876  T2340     Undefi  31JAN17 17:25  GAT  65    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0100/19JAN2017:0200/NDGD-RTMA/
   877  T2343     Undefi  31JAN17 17:25  GAT  65    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0200/19JAN2017:0300/NDGD-RTMA/
   878  T2345     Undefi  31JAN17 17:25  GAT  65    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0300/19JAN2017:0400/NDGD-RTMA/
   879  T2349     Undefi  31JAN17 17:25  GAT  65    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0400/19JAN2017:0500/NDGD-RTMA/
   880  T2356     Undefi  31JAN17 17:25  GAT  64    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0500/19JAN2017:0600/NDGD-RTMA/
   881  T2359     Undefi  31JAN17 17:25  GAT  64    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0600/19JAN2017:0700/NDGD-RTMA/
   882  T2362     Undefi  31JAN17 17:25  GAT  64    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0700/19JAN2017:0800/NDGD-RTMA/
   883  T2365     Undefi  31JAN17 17:25  GAT  64    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0800/19JAN2017:0900/NDGD-RTMA/
   884  T2380     Undefi  31JAN17 17:25  GAT  63    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:0900/19JAN2017:1000/NDGD-RTMA/
   885  T2389     Undefi  31JAN17 17:25  GAT  63    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1000/19JAN2017:1100/NDGD-RTMA/
   886  T2392     Undefi  31JAN17 17:25  GAT  63    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1100/19JAN2017:1200/NDGD-RTMA/
   887  T2395     Undefi  31JAN17 17:25  GAT  63    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1200/19JAN2017:1300/NDGD-RTMA/
   888  T2402     Undefi  31JAN17 17:25  GAT  62    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1300/19JAN2017:1400/NDGD-RTMA/
   889  T2405     Undefi  31JAN17 17:25  GAT  62  119   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1400/19JAN2017:1500/NDGD-RTMA/
   890  T2408     Undefi  31JAN17 17:25  GAT  62  368   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1500/19JAN2017:1600/NDGD-RTMA/
   891  T2411     Undefi  31JAN17 17:25  GAT  62    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1600/19JAN2017:1700/NDGD-RTMA/
   892  T2419     Undefi  31JAN17 17:25  GAT  61   10   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1700/19JAN2017:1800/NDGD-RTMA/
   893  T2421     Undefi  31JAN17 17:25  GAT  61   10   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1800/19JAN2017:1900/NDGD-RTMA/
   894  T2425     Undefi  31JAN17 17:25  GAT  61    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:1900/19JAN2017:2000/NDGD-RTMA/
   895  T2427     Undefi  31JAN17 17:25  GAT  61    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:2000/19JAN2017:2100/NDGD-RTMA/
   896  T2435     Undefi  31JAN17 17:25  GAT  60    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:2100/19JAN2017:2200/NDGD-RTMA/
   897  T2437     Undefi  31JAN17 17:25  GAT  60    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:2200/19JAN2017:2300/NDGD-RTMA/
   898  T2441     Undefi  31JAN17 17:25  GAT  60    1   /SHG/MINNESOTA RIVER/PRECIP/19JAN2017:2300/19JAN2017:2400/NDGD-RTMA/
   899  T2455     Undefi  31JAN17 17:25  GAT  60   21   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0000/20JAN2017:0100/NDGD-RTMA/
   900  T2464     Undefi  31JAN17 17:25  GAT  59  108   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0100/20JAN2017:0200/NDGD-RTMA/
   901  T2467     Undefi  31JAN17 17:25  GAT  59   70   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0200/20JAN2017:0300/NDGD-RTMA/
   902  T2470     Undefi  31JAN17 17:25  GAT  59  542   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0300/20JAN2017:0400/NDGD-RTMA/
   903  T2472     Undefi  31JAN17 17:25  GAT  59  130   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0400/20JAN2017:0500/NDGD-RTMA/
   904  T2478     Undefi  31JAN17 17:26  GAT  58  346   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0500/20JAN2017:0600/NDGD-RTMA/
   905  T2481     Undefi  31JAN17 17:26  GAT  58  514   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0600/20JAN2017:0700/NDGD-RTMA/
   906  T2484     Undefi  31JAN17 17:26  GAT  58 1029   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0700/20JAN2017:0800/NDGD-RTMA/
   907  T2487     Undefi  31JAN17 17:26  GAT  58 2965   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0800/20JAN2017:0900/NDGD-RTMA/
   908  T2507     Undefi  31JAN17 17:26  GAT  57 3471   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:0900/20JAN2017:1000/NDGD-RTMA/
   909  T2510     Undefi  31JAN17 17:26  GAT  57 3773   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1000/20JAN2017:1100/NDGD-RTMA/
   910  T2516     Undefi  31JAN17 17:26  GAT  57 2882   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1100/20JAN2017:1200/NDGD-RTMA/
   911  T2519     Undefi  31JAN17 17:26  GAT  57 2221   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1200/20JAN2017:1300/NDGD-RTMA/
   912  T2526     Undefi  31JAN17 17:26  GAT  56  752   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1300/20JAN2017:1400/NDGD-RTMA/
   913  T2529     Undefi  31JAN17 17:26  GAT  56  224   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1400/20JAN2017:1500/NDGD-RTMA/
   914  T2532     Undefi  31JAN17 17:26  GAT  56  208   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1500/20JAN2017:1600/NDGD-RTMA/
   915  T2534     Undefi  31JAN17 17:26  GAT  56  323   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1600/20JAN2017:1700/NDGD-RTMA/
   916  T2543     Undefi  31JAN17 17:26  GAT  55   25   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1700/20JAN2017:1800/NDGD-RTMA/
   917  T2546     Undefi  31JAN17 17:26  GAT  55   16   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1800/20JAN2017:1900/NDGD-RTMA/
   918  T2549     Undefi  31JAN17 17:26  GAT  55    1   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:1900/20JAN2017:2000/NDGD-RTMA/
   919  T2551     Undefi  31JAN17 17:26  GAT  55    1   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:2000/20JAN2017:2100/NDGD-RTMA/
   920  T2563     Undefi  31JAN17 17:26  GAT  54    1   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:2100/20JAN2017:2200/NDGD-RTMA/
   921  T2567     Undefi  31JAN17 17:26  GAT  54    1   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:2200/20JAN2017:2300/NDGD-RTMA/
   922  T2570     Undefi  31JAN17 17:26  GAT  54    1   /SHG/MINNESOTA RIVER/PRECIP/20JAN2017:2300/20JAN2017:2400/NDGD-RTMA/
   923  T2584     Undefi  31JAN17 17:26  GAT  54   49   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0000/21JAN2017:0100/NDGD-RTMA/
   924  T2588     Undefi  31JAN17 17:26  GAT  54    5   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0100/21JAN2017:0200/NDGD-RTMA/
   925  T2590     Undefi  31JAN17 17:26  GAT  54    1   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0200/21JAN2017:0300/NDGD-RTMA/
   926  T2594     Undefi  31JAN17 17:26  GAT  54  139   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0300/21JAN2017:0400/NDGD-RTMA/
   927  T2596     Undefi  31JAN17 17:26  GAT  54 1304   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0400/21JAN2017:0500/NDGD-RTMA/
   928  T2603     Undefi  31JAN17 17:26  GAT  53  970   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0500/21JAN2017:0600/NDGD-RTMA/
   929  T2606     Undefi  31JAN17 17:26  GAT  53 1037   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0600/21JAN2017:0700/NDGD-RTMA/
   930  T2610     Undefi  31JAN17 17:26  GAT  53 1096   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0700/21JAN2017:0800/NDGD-RTMA/
   931  T2622     Undefi  31JAN17 17:26  GAT  53 1946   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0800/21JAN2017:0900/NDGD-RTMA/
   932  T2633     Undefi  31JAN17 17:26  GAT  52 2257   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:0900/21JAN2017:1000/NDGD-RTMA/
   933  T2637     Undefi  31JAN17 17:26  GAT  52 2784   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:1000/21JAN2017:1100/NDGD-RTMA/
   934  T2639     Undefi  31JAN17 17:26  GAT  52 2693   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:1100/21JAN2017:1200/NDGD-RTMA/
   935  T2641     Undefi  31JAN17 17:26  GAT  52 3594   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:1200/21JAN2017:1300/NDGD-RTMA/
   936  T2705     Undefi  31JAN17 17:26  GAT  51 2479   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:1300/21JAN2017:1400/NDGD-RTMA/
   937  T2708     Undefi  31JAN17 17:26  GAT  51 1546   /SHG/MINNESOTA RIVER/PRECIP/21JAN2017:1400/21JAN2017:1500/NDGD-RTMA/
   938  T2711     Undefi  31JAN17 17:26  GAT  51    1   /SHG/MINNESOTA RIVER/PRECIP/23JAN2017:1600/23JAN2017:1700/NDGD-RTMA/
   939  T2720     Undefi  31JAN17 17:26  GAT  50    1   /SHG/MINNESOTA RIVER/PRECIP/23JAN2017:1700/23JAN2017:1800/NDGD-RTMA/
   940  T2747     Undefi  31JAN17 17:26  GAT  50    1   /SHG/MINNESOTA RIVER/PRECIP/23JAN2017:1800/23JAN2017:1900/NDGD-RTMA/
   941  T2750     Undefi  31JAN17 17:26  GAT  50    1   /SHG/MINNESOTA RIVER/PRECIP/23JAN2017:1900/23JAN2017:2000/NDGD-RTMA/
   942  T2752     Undefi  31JAN17 17:26  GAT  50    1   /SHG/MINNESOTA RIVER/PRECIP/23JAN2017:2000/23JAN2017:2100/NDGD-RTMA/
   943  T2761     Undefi  31JAN17 17:26  GAT  49   12   /SHG/MINNESOTA RIVER/PRECIP/23JAN2017:2100/23JAN2017:2200/NDGD-RTMA/
   944  T2764     Undefi  31JAN17 17:26  GAT  49   43   /SHG/MINNESOTA RIVER/PRECIP/23JAN2017:2200/23JAN2017:2300/NDGD-RTMA/
   945  T2767     Undefi  31JAN17 17:26  GAT  49    1   /SHG/MINNESOTA RIVER/PRECIP/23JAN2017:2300/23JAN2017:2400/NDGD-RTMA/
   946  T2782     Undefi  31JAN17 17:26  GAT  49   42   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0000/24JAN2017:0100/NDGD-RTMA/
   947  T2788     Undefi  31JAN17 17:26  GAT  48   72   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0100/24JAN2017:0200/NDGD-RTMA/
   948  T2792     Undefi  31JAN17 17:26  GAT  48    1   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0200/24JAN2017:0300/NDGD-RTMA/
   949  T2795     Undefi  31JAN17 17:26  GAT  48   52   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0300/24JAN2017:0400/NDGD-RTMA/
   950  T2797     Undefi  31JAN17 17:26  GAT  48  104   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0400/24JAN2017:0500/NDGD-RTMA/
   951  T2806     Undefi  31JAN17 17:26  GAT  47   66   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0500/24JAN2017:0600/NDGD-RTMA/
   952  T2807     Undefi  31JAN17 17:26  GAT  47  114   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0600/24JAN2017:0700/NDGD-RTMA/
   953  T2812     Undefi  31JAN17 17:26  GAT  47   58   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0700/24JAN2017:0800/NDGD-RTMA/
   954  T2850     Undefi  31JAN17 17:26  GAT  47    3   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0800/24JAN2017:0900/NDGD-RTMA/
   955  T2859     Undefi  31JAN17 17:26  GAT  46  116   /SHG/MINNESOTA RIVER/PRECIP/24JAN2017:0900/24JAN2017:1000/NDGD-RTMA/
